date,841_no frills,841_walmart,841_superstore,841_sobeys,841_costco,47_honda,47_ford,47_dodge,47_nissan,47_toyota,1190_wolseley,1190_gm,1190_chrysler,1190_ford,1190_automotive,1191_bikes,1191_bmx,1191_velo,1191_bicycle,1191_bike,1140_canoe,1140_boat,1140_kayak,1140_bateau,1140_sail,1213_trailers,1213_roulotte,1213_trailer,1213_camper,1213_rv,1013_vintage,1013_cars,1013_encan,1013_classic cars,1013_tucker,1214_trailers,1214_trucks,1214_trailer,1214_truck,1214_hebdo,806_lamborghini,806_spartan,806_mclaren,806_bugatti,806_performance,810_electric car,810_hybrid,810_motor,810_toyota,810_prius,1317_buddy,1317_smart car,1317_morris,1317_smart,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_harley,273_motorcycle,148_ski doo,148_arctic cat,148_polaris,148_arctic,148_atv,1147_plane,1147_aircraft,1147_cessna,1147_titan,1147_airplane,1212_scooter,1212_scooters,1212_yamaha,1212_roller,1212_vespa,610_vans,610_truck,610_ford,610_suv,610_dodge,815_honda,815_ford,815_bmw,815_dodge,815_toyota,1294_points,1294_permis de conduire,1294_speeding ticket,1294_speeding,1294_driving test,170_driving school,170_driving,170_change address,170_license,170_plate,138_tools,138_auto repair,138_apk,138_mechanic,138_automotive,89_tires,89_auto parts,89_rims,89_tire,89_garmin,473_used,473_cars,473_auto,473_autotrader,473_car,803_auto show,803_2010,803_home show,803_convention centre,803_car show,121_super,121_super c,121_circulaire,121_iga,121_grocery,276_pizza,276_restaurant,276_tim hortons,276_pizza pizza,276_restaurants,650_portail,650_doors,650_air conditioner,650_wood,650_home depot,73_sears,73_walmart,73_walmart canada,73_canadian tire,73_store,355_books,355_renaud,355_livres,355_librairie,355_livre,1146_eb games,1146_ebgames,1146_eb,1146_game,1146_games,18_walmart,18_netflix,18_kijiji,18_canadian tire,18_amazon,1225_outlet,1225_costco hours,1225_outlets,1225_wholesale,1225_costco,270_ikea,270_ikea canada,270_lighting,270_furniture,270_light,659_gas station,659_gas,659_shell,659_oil,659_alberta,1268_gas prices,1268_gas costco,1268_gas,1268_costco,1268_gas buddy,38_saaq,38_blue cross,38_assurance,38_insurance,38_desjardins,844_barcode,844_display,844_pos,844_rfid,844_scanner,614_ticketmaster,614_cineplex,614_vancouver,614_ticket,614_centre bell
2020-09-01,74,46,51,59,64,79,83,79,91,89,79,9,5,31,18,38,37,37,33,46,17,40,35,37,55,46,50,63,65,58,96,30,78,42,30,59,68,82,79,42,58,13,83,32,30,29,38,46,42,50,45,5,42,15,77,33,43,26,52,39,19,35,53,34,63,15,21,29,36,21,69,44,29,79,21,71,91,91,84,74,70,78,5,75,84,82,90,86,80,72,88,90,88,69,71,51,88,22,78,66,54,90,70,61,26,46,41,38,57,37,1,4,2,9,10,77,77,80,46,30,80,61,69,80,56,52,96,7,88,71,2,58,49,45,73,21,45,69,45,64,39,45,38,25,39,59,56,29,50,69,54,47,16,80,74,93,75,86,97,74,63,67,58,33,22,6,18,12,18,15,89,57,81,91,57,43,75,77,17,47,3,24,5,6,1
2020-10-01,69,50,56,62,72,76,84,78,87,84,85,7,6,25,20,29,29,27,23,29,13,25,18,27,53,34,31,44,45,36,83,31,91,41,25,53,65,71,82,42,47,11,64,34,29,33,36,48,37,40,43,4,42,16,64,30,33,23,43,27,32,47,64,46,63,13,19,29,36,21,50,30,26,72,16,57,89,85,79,70,68,75,5,75,82,80,88,73,71,76,80,83,90,65,71,53,92,24,80,67,86,91,96,91,25,45,40,38,54,34,0,4,1,7,3,78,78,80,45,29,82,49,66,82,47,59,93,5,83,70,2,60,53,45,69,17,58,71,39,68,28,29,27,24,30,63,56,27,53,82,54,47,15,84,79,89,68,92,97,83,59,66,52,35,24,6,19,12,19,15,90,60,73,81,58,39,67,64,17,45,2,2,5,5,1
2020-11-01,58,68,61,58,100,65,78,72,77,76,72,11,6,20,22,23,20,21,18,23,8,16,15,20,65,21,18,23,34,22,91,31,59,40,25,39,65,55,79,39,43,8,53,36,28,33,32,42,33,33,38,3,34,18,62,29,31,20,38,24,49,67,73,66,52,11,18,27,33,19,46,27,20,77,15,62,82,80,66,66,58,66,4,65,72,71,70,76,71,64,70,74,83,58,60,57,90,22,81,64,72,84,83,77,28,40,35,34,45,32,0,4,2,5,3,76,76,78,42,29,73,44,63,73,40,61,82,4,82,64,2,84,100,72,83,22,90,74,55,91,71,80,69,37,68,98,53,27,76,99,72,49,19,90,92,90,68,92,98,100,49,58,46,34,22,6,18,11,18,14,79,60,68,74,54,35,68,72,14,43,2,1,4,5,1
2020-12-01,73,83,76,74,94,55,73,65,64,69,68,7,6,24,17,21,17,17,17,21,8,16,14,19,68,20,14,23,30,20,81,33,62,44,39,35,63,52,78,33,39,10,50,31,27,34,33,44,33,33,46,3,31,16,66,31,33,19,41,22,65,81,81,80,49,14,20,27,70,22,35,19,21,87,13,56,79,76,66,64,48,63,3,60,62,53,61,45,48,43,56,60,77,52,58,54,74,24,70,59,37,81,55,48,31,35,32,29,42,28,0,4,1,4,2,94,94,92,58,34,78,45,78,78,36,48,78,3,84,59,2,92,94,66,91,26,100,79,62,85,64,66,63,37,62,100,62,24,72,100,72,57,22,90,93,79,59,83,87,91,57,62,53,31,20,6,18,11,18,11,62,63,63,65,55,42,78,77,16,53,2,2,5,7,2
2021-01-01,63,52,52,56,77,54,82,69,64,66,69,19,7,33,20,23,16,18,18,23,9,22,16,24,51,33,26,35,41,31,99,31,49,43,28,50,67,61,84,34,40,13,52,28,29,37,30,46,34,33,42,3,29,14,60,34,34,21,42,24,76,94,92,94,54,14,19,27,77,20,27,13,20,78,15,47,79,83,71,69,49,73,3,67,63,72,68,61,57,52,65,69,88,100,60,54,69,25,71,56,23,67,46,34,25,36,33,30,44,29,1,4,1,8,2,85,85,84,50,30,73,37,56,73,26,52,87,3,87,62,2,65,64,47,58,24,62,75,42,67,32,34,31,72,32,66,60,24,48,86,36,39,5,80,73,82,67,86,87,90,48,57,51,34,29,8,21,13,21,16,64,62,63,67,52,40,66,80,12,48,1,0,6,5,2
2021-02-01,65,47,45,58,69,61,80,74,74,77,81,15,7,30,18,28,17,26,19,25,11,24,22,29,56,40,43,45,46,38,76,35,59,48,25,54,72,66,88,42,38,15,71,29,31,42,39,50,45,40,41,4,33,17,53,36,40,27,51,28,100,97,100,97,55,14,20,27,75,21,30,15,24,89,16,47,82,93,85,70,53,74,3,71,73,71,72,64,57,55,67,71,82,81,56,51,69,24,76,59,24,60,45,36,24,39,35,33,47,31,1,4,2,5,5,83,81,80,43,29,78,44,51,78,40,73,88,3,92,63,2,58,52,42,56,19,55,71,40,70,27,26,27,47,28,61,55,23,45,76,43,39,10,73,73,78,61,87,86,73,55,66,54,34,25,9,25,16,26,21,60,63,72,65,55,36,70,82,12,39,2,8,6,7,2
2021-03-01,55,42,40,53,68,78,82,78,88,92,80,12,9,26,17,51,35,72,43,63,15,34,41,40,48,53,54,61,62,52,64,32,87,43,40,66,72,86,85,47,40,14,68,24,33,43,45,53,53,50,43,5,37,15,60,43,54,33,65,44,48,65,95,65,66,13,20,29,68,18,67,29,35,82,24,65,95,96,94,74,67,77,4,77,89,80,84,75,66,72,87,83,88,73,70,54,75,22,76,62,42,77,74,55,25,44,39,39,54,35,1,4,3,14,6,77,77,75,40,26,78,49,94,78,47,52,100,7,96,78,1,54,51,45,54,20,49,69,35,60,23,26,23,27,24,56,49,25,53,71,49,36,13,66,74,78,54,88,97,70,56,62,56,35,22,12,30,18,30,19,72,66,100,73,62,34,65,84,13,38,2,20,6,5,2
2021-04-01,71,54,58,62,75,79,100,79,85,88,75,9,7,33,18,57,41,85,54,78,19,40,55,46,50,51,57,67,65,54,72,31,76,41,32,70,71,95,88,46,47,14,67,27,33,39,42,44,43,46,42,4,45,14,80,43,60,38,70,49,11,26,56,26,69,12,18,27,65,18,90,39,32,82,27,68,94,91,74,72,67,84,4,76,85,70,90,64,62,54,65,68,95,70,69,52,75,21,79,67,50,76,77,66,27,40,36,38,50,33,1,4,2,27,5,80,80,70,45,32,76,41,68,76,32,53,95,12,100,94,2,64,58,68,57,18,50,71,34,62,21,21,21,20,22,66,50,26,67,75,40,45,9,69,79,71,52,79,86,64,61,65,54,34,21,10,28,17,28,18,86,63,93,71,58,28,67,72,11,29,3,7,6,4,4
2021-05-01,66,55,58,63,73,80,88,74,78,82,87,9,5,31,17,55,46,75,55,79,23,49,73,58,51,48,73,73,72,69,74,33,72,49,29,68,71,98,80,42,48,13,94,29,30,40,42,43,42,42,45,5,35,16,90,42,59,36,69,48,6,21,46,20,62,14,19,32,45,20,99,41,40,85,31,63,100,100,75,70,66,79,4,73,80,80,93,71,70,52,62,71,100,73,66,53,76,20,84,64,38,79,63,56,28,40,36,35,50,33,0,3,2,45,6,79,78,74,44,30,76,46,68,76,34,52,90,28,99,97,2,65,64,79,57,19,49,71,33,66,19,23,20,20,20,65,46,25,80,76,35,43,6,69,77,67,51,72,78,61,68,83,54,35,22,12,30,18,29,18,81,51,83,68,55,34,60,69,9,40,7,10,8,8,13
2021-06-01,58,50,51,62,71,78,84,72,78,86,99,8,6,25,17,46,38,64,45,63,23,61,88,66,69,54,70,76,81,77,78,31,59,43,29,64,74,93,83,38,47,10,76,30,33,40,45,54,44,43,39,5,41,16,67,37,55,36,69,50,6,17,39,17,52,13,20,28,41,19,97,45,30,78,37,60,98,94,82,73,70,72,4,69,86,85,86,76,70,85,86,85,84,71,69,45,82,20,85,71,29,79,52,51,30,41,36,36,47,34,0,3,1,38,14,83,84,70,48,29,81,69,77,81,57,66,88,100,89,100,2,67,53,71,58,18,46,65,28,53,22,21,22,22,23,67,43,22,70,68,61,44,19,67,77,65,46,72,81,57,83,78,56,34,24,10,32,18,32,20,75,52,83,71,60,32,63,81,11,37,9,36,11,10,23
2021-07-01,60,48,48,61,68,83,81,77,87,97,79,8,8,24,15,41,40,66,39,55,24,74,98,73,60,62,91,88,96,89,86,34,57,45,42,65,72,92,86,40,53,13,80,28,27,51,59,43,60,58,59,4,32,15,83,38,59,36,70,50,8,18,39,18,51,15,18,26,39,21,96,49,31,64,41,68,99,90,94,82,74,75,4,73,94,77,93,71,92,100,100,99,87,74,71,44,89,24,100,70,31,80,51,52,31,44,38,37,51,37,0,4,2,31,22,84,84,64,45,33,92,96,89,92,87,25,88,42,79,85,2,61,43,61,66,19,47,72,35,55,24,23,23,23,24,61,47,23,62,63,66,45,26,66,76,77,52,75,93,61,100,91,63,33,21,15,43,23,43,28,71,50,75,73,57,35,59,71,11,45,12,61,16,12,14
2021-08-01,55,43,43,57,66,83,80,73,96,97,83,10,4,22,18,39,38,54,35,48,24,57,80,64,53,60,80,78,83,75,93,37,50,46,28,64,71,90,82,43,56,12,77,31,29,47,54,51,57,59,48,5,31,14,74,34,51,34,64,43,10,23,43,22,52,16,22,30,35,25,90,43,33,65,33,81,98,90,100,75,74,74,4,69,95,83,88,67,70,88,97,100,88,76,81,42,91,23,90,72,32,81,55,49,29,48,41,37,51,39,1,4,2,21,32,78,77,61,44,36,85,100,93,85,100,52,88,27,79,78,2,57,41,46,67,19,52,74,48,63,20,23,21,21,22,58,47,22,53,61,69,43,28,65,76,80,54,74,90,62,97,88,57,32,19,13,38,21,38,24,73,53,76,75,55,30,72,75,13,33,15,59,15,19,4
2021-09-01,62,45,44,57,68,78,76,69,87,89,82,10,7,27,20,29,28,38,27,30,15,35,40,33,47,42,51,55,58,52,86,33,70,47,26,55,66,75,78,43,43,14,75,23,25,45,51,45,56,55,40,5,33,16,69,31,40,26,52,32,18,29,50,29,49,15,21,31,31,20,70,34,30,60,23,70,88,90,77,68,69,70,4,62,89,76,89,68,62,85,89,88,97,73,76,46,85,19,84,69,47,76,63,57,26,43,38,37,50,36,1,4,4,26,25,87,87,64,46,33,79,83,99,79,78,62,86,7,76,69,2,56,39,40,60,18,48,74,38,61,21,19,20,23,22,58,46,21,51,67,64,42,21,60,73,73,50,77,87,64,83,83,57,32,23,10,32,18,32,19,70,57,76,77,55,34,61,80,16,38,24,40,17,23,15
2021-10-01,58,47,47,59,72,73,77,69,81,92,84,10,6,26,17,22,20,26,19,23,11,23,27,25,44,31,31,42,43,40,76,31,57,40,22,45,69,72,78,35,46,19,59,21,25,55,65,47,65,56,48,5,32,15,62,27,34,22,43,28,22,36,57,35,52,13,20,28,31,23,51,26,27,65,18,63,87,87,87,62,67,69,4,60,88,96,78,72,70,76,80,78,69,62,61,52,79,19,87,67,67,73,79,74,22,41,38,36,45,34,1,4,8,23,6,80,80,64,41,31,78,79,97,78,69,71,86,5,78,68,1,57,43,41,64,18,50,66,33,65,26,24,25,29,26,60,53,20,50,72,61,42,19,60,77,74,54,84,91,71,80,87,55,35,28,22,53,30,54,31,68,63,74,72,52,37,67,70,15,47,30,55,21,25,29
2021-11-01,49,53,41,49,89,68,73,67,81,85,92,10,8,27,21,18,17,17,15,19,7,15,23,19,59,18,18,24,34,27,86,24,59,34,29,38,65,55,83,29,38,14,58,25,25,62,61,43,54,45,47,4,38,16,66,25,27,17,33,21,41,48,62,47,40,13,17,24,32,19,44,22,17,79,16,61,85,79,73,63,60,65,3,56,84,80,81,69,63,60,67,74,68,60,64,54,94,19,92,74,76,77,87,87,28,39,34,34,37,32,1,4,2,23,3,78,79,69,39,27,75,76,90,75,61,92,79,4,78,63,3,67,72,60,71,18,62,72,42,72,31,28,31,42,32,78,48,19,76,85,79,39,24,60,85,70,53,83,90,80,77,88,61,35,23,17,45,25,44,30,61,65,73,73,54,38,77,71,16,37,29,60,21,25,33
2021-12-01,63,72,66,74,87,56,70,61,62,75,84,7,6,24,20,14,14,15,13,16,7,13,17,19,57,15,11,17,24,20,75,28,55,39,27,30,64,44,78,26,37,16,47,22,26,41,43,42,47,42,49,3,31,16,76,25,31,17,37,18,51,62,72,62,40,13,20,25,35,22,33,14,17,77,14,52,72,75,69,55,51,62,3,51,70,63,83,53,47,51,55,61,61,50,51,52,79,19,76,63,43,62,48,54,24,35,31,31,35,28,1,3,3,23,3,97,98,81,53,34,81,72,100,81,61,62,68,3,65,53,2,74,63,56,78,20,84,70,57,80,29,24,29,57,31,77,52,17,70,88,77,48,23,60,90,62,46,74,79,75,73,74,64,29,19,11,36,19,36,18,49,64,63,65,52,39,67,53,16,45,32,39,21,27,18
2022-01-01,63,45,50,57,74,59,75,64,69,85,84,10,5,30,16,18,12,19,13,18,7,17,21,20,48,27,23,30,38,30,86,32,47,43,25,37,86,53,93,32,35,14,49,24,24,42,52,45,53,41,44,4,32,14,53,28,32,20,41,23,71,88,89,87,45,17,19,25,52,23,25,10,19,76,17,44,88,82,78,60,53,69,3,57,80,81,85,61,57,74,62,69,69,56,51,56,67,22,80,61,26,62,38,41,24,39,35,31,39,32,1,4,5,18,6,100,100,75,53,36,75,48,71,75,41,71,80,4,79,60,2,58,41,41,54,18,59,77,39,73,16,12,16,35,17,58,55,18,46,75,51,35,12,58,75,75,53,78,89,72,66,71,59,33,22,14,38,21,38,21,50,67,69,68,54,37,71,51,13,38,13,4,12,13,6
2022-02-01,59,44,38,58,60,60,73,64,73,87,71,9,6,29,20,21,13,22,16,20,10,19,32,20,42,29,25,34,37,35,91,28,53,37,31,39,81,55,100,35,33,13,64,24,27,52,63,45,64,54,47,4,39,15,56,28,36,20,45,25,87,69,83,70,44,15,23,25,55,22,31,16,24,77,19,49,89,79,85,61,55,65,3,54,84,72,75,60,53,56,71,76,80,66,100,50,72,20,73,60,24,65,40,34,20,42,36,35,43,33,2,4,15,21,7,88,86,68,42,29,76,75,68,76,63,100,83,5,70,57,2,49,37,30,51,18,50,65,30,57,12,11,12,26,13,49,45,17,37,67,53,33,13,62,67,61,46,75,77,63,71,80,63,36,24,26,56,34,55,34,54,72,76,69,50,28,74,58,15,38,26,54,20,25,16
2022-03-01,55,42,37,49,68,72,74,67,79,97,90,8,5,24,18,31,20,37,26,31,12,23,41,26,41,34,30,40,42,37,89,30,86,42,29,48,66,65,83,36,32,13,63,20,28,100,100,48,100,75,58,6,45,17,59,32,39,26,52,36,35,51,65,51,42,15,20,24,41,23,57,27,28,68,26,61,89,83,96,60,64,67,3,63,94,74,80,67,58,74,81,82,65,66,77,50,80,20,77,70,32,73,53,46,20,42,39,37,46,37,1,4,33,32,11,86,87,73,40,27,76,76,86,76,66,68,91,9,74,62,2,47,34,32,49,15,43,68,31,58,11,12,11,29,12,50,41,18,40,66,56,30,18,62,69,62,45,75,80,60,77,100,78,44,33,81,100,100,100,92,63,79,92,79,57,30,76,63,15,40,39,65,28,31,37
2022-04-01,61,52,44,58,77,77,73,70,82,100,77,7,6,18,15,37,27,65,32,47,13,29,50,33,43,35,43,52,52,43,82,29,68,40,22,52,74,79,81,37,39,15,58,24,27,78,75,44,75,61,43,5,34,16,52,35,53,31,63,44,12,24,42,24,48,25,22,24,41,25,75,29,33,80,29,71,93,86,85,65,68,67,4,64,100,88,90,73,68,60,80,80,70,70,83,48,96,20,99,68,47,82,65,63,25,45,39,38,44,37,1,4,37,33,29,89,90,71,45,32,77,79,78,77,73,73,84,15,81,73,1,56,38,45,53,17,44,65,33,57,10,9,10,28,11,57,41,19,52,66,68,41,22,63,77,64,43,69,80,59,76,82,65,37,22,26,64,41,64,32,73,65,86,77,57,29,71,63,18,35,44,51,35,38,31
