date,841_No Frills,841_Flyer,841_Costco,841_Real Canadian Superstore,841_Canada,47_Ford,47_Car,47_Honda,47_Canada,47_Sales,1190_Ford,1190_Car,1190_General Motors,1190_Canada,1191_Mountain,1191_Motorcycle,1191_Mountain bike,1191_Bicycle,1191_Canada,1140_Kayak,1140_Outboard motor,1140_Boat,1140_KAYAK,1140_Sales,1213_Caravan,1213_Travel,1213_Trailer,1213_Recreational vehicle,1213_Sales,1013_Classic car,1013_Car,1013_Sales,1013_Auction,1013_Classic,1214_Ritchie Bros. Auctioneers,1214_Car,1214_Trailer,1214_Truck,1214_Sales,806_Lamborghini,806_Bugatti,806_Car,806_Truck,810_Car,810_Electric vehicle,810_Canada,810_Hybrid vehicle,810_Electric car,1317_Smart,1317_Door,1317_Car,1317_Lock,273_Motorcycle,273_Yamaha Motor Company,273_Harley-Davidson,273_Canada,273_Sales,148_Arctic Cat,148_Ski-Doo,148_Snowmobile,148_Polaris Inc.,1147_Aircraft,1147_Airplane,1147_Cessna,1147_Sales,1212_Motorcycle,1212_Scooter,1212_Vespa,1212_Canada,1212_Kick scooter,610_Ford,610_Van,610_Sport utility vehicle,610_Truck,610_Sales,815_Ford,815_Car,815_Honda,815_Canada,815_Sales,1294_Ontario,1294_Traffic ticket,1294_Test,1294_Driving,1294_Speed limit,170_License,170_Driving school,170_Driving,170_Vehicle registration plate,170_Driver's license,138_Code,138_Oil,138_Car,138_apk,89_Rim,89_Car,89_Wheel,89_Tire,89_Canada,473_Used car,473_Auto Trader Group,473_Car,473_Canada,473_Sales,803_Toronto,803_Auto show,803_Car,803_2010,803_Air show,121_Super C,121_IGA,121_Grocery store,121_IGA Extra,121_Circulaire,276_Toronto,276_Menu,276_Domino's Pizza,276_Restaurant,276_McDonald's,650_Door,650_The Home Depot,650_Canada,650_Wood,650_Air conditioning,73_Walmart,73_Canadian Tire,73_Calgary,73_Walmart Canada,73_Walmart Pharmacy,355_Bookstore,355_Renaud-Bray,355_Book,355_Archambault,1146_Game,1146_EB Games Australia,1146_Video game,1146_Canada,1146_EB Games,18_Walmart,18_Canadian Tire,18_Kijiji,18_Canada,18_Shoes,1225_Canada,1225_Costco,1225_Hour,1225_Wholesaling,1225_Outlet store,270_IKEA,270_Canada,270_Furniture,270_Light,659_Oil,659_Petroleum,659_Gas,659_Filling station,659_Gasoline,1268_Costco Gasoline,1268_GasBuddy,1268_Costco,1268_Price,1268_Gasoline,38_Insurance,38_Canada,38_Vehicle insurance,38_Desjardins Group,38_Ontario,844_Image scanner,844_Point of sale,844_Barcode,844_Canada,614_Vancouver,614_Ticket,614_Ticketmaster,614_Cineplex Entertainment,614_Centre Bell
2021-03-01,55,80,68,46,59,82,69,78,85,63,24,13,11,19,51,39,62,43,87,41,40,34,41,17,24,64,61,8,42,25,28,7,14,43,24,51,86,85,55,40,24,21,22,44,51,39,12,42,15,59,8,63,44,0,58,68,11,65,11,48,6,20,18,29,3,16,67,24,32,71,96,78,0,95,48,77,54,67,56,52,65,45,71,56,50,73,87,83,23,49,86,93,80,21,62,57,78,55,98,27,5,35,37,68,2,1,10,4,1,77,40,59,63,75,26,76,56,49,68,89,53,75,96,16,54,45,29,51,56,16,10,22,14,27,0,21,20,23,56,53,25,58,80,65,74,11,24,30,78,85,96,70,35,15,62,0,40,28,19,30,21,7,73,45,69,91,53,6,12,35,37,6,5,2,0,2
2021-04-01,71,83,75,63,63,100,68,79,86,62,34,20,7,20,59,68,74,54,98,55,58,40,55,22,22,67,67,4,37,26,29,9,8,44,13,40,96,88,63,47,26,24,16,42,53,37,18,39,14,80,7,75,49,16,63,69,18,26,4,11,13,18,18,27,4,19,90,28,39,80,91,73,0,94,48,84,56,66,55,45,71,42,63,45,57,70,65,68,53,46,89,94,83,21,72,59,93,66,98,23,0,33,36,65,2,1,9,4,2,80,45,66,79,70,25,78,64,41,80,90,58,79,100,17,64,68,32,58,75,18,9,18,12,20,20,16,20,22,65,67,26,63,82,63,79,22,20,21,71,83,85,64,34,11,65,0,40,36,16,28,21,9,71,44,70,69,56,0,13,27,38,6,4,3,0,4
2021-05-01,66,81,73,64,63,88,69,80,83,59,32,16,4,16,62,54,79,55,90,73,70,49,73,20,25,68,73,5,44,20,28,14,18,49,50,47,98,79,55,48,28,23,18,45,47,40,11,40,16,92,8,91,49,5,53,65,18,20,2,6,0,19,20,32,7,34,100,32,41,88,100,76,5,100,43,79,55,66,52,44,63,33,61,47,49,73,62,71,64,46,82,96,86,20,61,59,77,56,87,24,11,33,34,60,3,0,11,3,2,78,44,66,42,74,24,86,64,46,91,92,70,85,99,28,64,79,31,64,67,20,15,21,15,20,0,15,16,19,65,79,25,66,79,62,76,16,10,21,67,78,77,61,35,11,83,7,58,22,20,29,21,7,68,41,55,67,54,6,9,34,29,8,7,7,0,13
2021-06-01,58,78,70,58,57,84,71,78,80,58,25,16,6,18,47,63,59,45,72,88,77,61,88,18,21,68,76,4,41,26,28,7,10,45,22,41,93,82,50,47,29,21,20,44,48,37,18,40,16,68,7,66,50,0,64,55,15,17,2,5,0,20,19,29,5,27,97,38,40,57,94,83,11,98,37,72,56,70,52,43,67,42,96,55,49,71,86,85,78,44,85,88,84,20,55,60,66,51,76,24,0,34,34,63,3,0,17,3,12,84,48,68,59,70,33,86,63,69,89,86,100,100,89,70,67,71,35,53,88,17,15,21,13,22,0,19,13,22,67,70,22,60,77,62,77,28,10,33,65,73,80,57,34,12,78,7,50,30,21,32,22,4,71,41,77,88,54,0,10,33,39,11,10,9,0,23
2021-07-01,60,77,68,52,50,81,77,83,85,63,23,11,4,17,40,52,49,39,63,98,83,74,98,21,30,84,88,4,49,27,31,9,21,48,22,41,93,86,64,53,28,27,20,56,49,48,29,51,14,94,7,82,50,6,67,57,14,18,2,6,0,18,21,26,6,20,97,40,37,54,91,91,0,99,40,75,62,74,56,51,93,28,100,69,66,74,100,99,56,46,91,98,93,24,52,62,65,52,75,30,0,37,39,68,2,0,26,4,15,84,45,85,51,64,49,100,66,96,94,83,68,81,79,41,60,61,43,43,65,21,11,25,12,23,0,27,14,24,61,62,23,55,80,64,76,29,10,41,77,82,92,61,33,10,91,7,53,61,29,43,27,11,73,45,68,68,53,7,12,38,31,16,12,12,0,14
2021-08-01,55,75,66,50,51,80,77,83,80,61,22,15,6,16,38,58,46,35,57,80,71,57,80,20,23,78,79,7,47,24,32,10,11,45,0,55,89,82,58,57,32,33,23,50,55,51,34,47,14,77,8,70,43,11,55,54,13,23,3,10,7,22,25,30,4,18,91,33,36,75,90,93,0,98,33,74,62,74,53,43,79,27,93,63,81,76,97,100,68,45,94,99,92,23,54,60,65,49,72,32,0,38,39,65,4,1,37,4,38,77,44,98,25,62,53,97,53,100,92,83,50,75,79,31,57,46,45,41,62,27,10,27,15,21,0,19,22,21,58,53,22,55,88,64,76,11,16,42,80,80,90,62,32,11,88,0,41,100,22,38,25,18,75,45,68,68,54,0,14,31,37,15,19,15,0,4
2021-09-01,62,80,67,48,55,76,70,78,77,58,27,15,2,17,27,38,33,27,43,40,37,35,40,20,22,55,55,3,33,22,27,8,11,46,0,34,75,77,43,43,23,21,25,47,50,44,19,44,16,67,6,66,32,6,40,47,8,29,4,17,7,21,20,30,5,15,70,24,25,47,91,80,6,88,46,69,57,69,52,49,71,36,94,60,59,73,89,88,39,46,85,89,78,19,58,54,67,56,76,26,0,36,38,64,11,1,28,4,40,87,45,79,19,64,43,86,51,83,84,81,55,66,76,14,56,40,37,39,65,40,12,29,16,22,0,21,20,21,58,51,21,58,87,63,73,18,5,32,73,79,87,64,32,10,83,0,45,32,17,32,20,10,77,50,63,94,62,0,15,35,36,17,23,24,0,15
2021-10-01,58,80,72,55,60,77,67,73,72,54,26,14,5,16,19,29,25,19,34,27,30,23,27,13,19,42,42,4,23,23,24,6,19,42,13,46,70,76,49,46,21,22,23,58,63,56,36,55,16,65,7,61,28,11,44,40,8,35,7,22,0,20,23,28,8,12,51,18,21,36,87,67,6,87,38,69,55,67,51,44,68,36,86,58,58,62,80,78,44,35,92,96,69,19,79,55,82,74,74,25,12,34,39,63,4,1,10,4,2,80,41,79,24,64,41,84,52,79,82,79,38,65,78,12,57,41,39,43,65,16,14,22,12,29,0,18,28,26,60,50,20,62,81,67,77,46,5,34,74,83,90,72,35,16,87,0,46,70,30,54,40,15,72,50,62,74,53,0,12,37,34,21,25,30,0,29
2021-11-01,49,81,89,55,81,73,64,68,71,51,27,19,6,15,14,25,16,15,29,23,16,15,23,12,19,21,24,2,15,16,22,9,5,33,4,34,55,82,43,39,24,20,27,68,82,56,42,62,16,74,8,69,21,6,30,41,7,47,11,37,0,17,19,24,3,5,44,16,20,56,79,63,6,85,34,65,51,60,49,40,68,31,69,53,39,60,67,74,12,34,85,85,66,19,85,59,100,87,82,24,0,32,36,62,5,1,8,4,1,78,39,56,34,69,42,78,51,76,66,82,52,64,78,12,67,60,39,72,64,17,11,21,23,42,0,23,41,32,78,76,19,91,90,92,85,23,10,34,70,87,89,80,35,14,88,7,51,61,27,44,31,12,73,50,66,93,56,7,14,39,35,21,25,29,0,33
2021-12-01,63,89,87,67,72,70,58,56,62,45,24,15,3,13,12,24,13,13,24,17,11,13,17,8,15,16,17,2,11,21,24,4,14,42,0,36,45,80,37,37,22,18,32,43,42,39,17,41,16,78,7,77,18,0,25,38,8,61,15,47,0,20,22,25,5,13,33,13,17,30,75,56,0,72,27,62,48,51,44,35,62,31,69,48,39,50,55,61,25,31,77,77,60,19,52,55,70,54,60,22,6,28,33,62,3,1,7,3,1,98,53,77,36,81,41,79,54,72,75,65,30,57,65,10,74,56,46,63,100,22,23,26,26,56,21,40,31,29,77,70,17,73,77,83,90,34,10,35,62,74,79,75,29,12,74,7,37,46,17,36,22,6,65,49,55,98,52,0,13,41,36,21,27,32,0,18
2022-01-01,63,76,74,57,56,75,62,60,67,49,31,17,7,15,13,17,15,14,28,21,17,17,21,10,22,31,30,2,20,27,27,17,10,46,0,38,53,92,44,35,24,19,26,44,58,43,33,42,14,60,6,55,23,5,41,43,8,88,19,74,13,20,23,25,3,11,25,16,15,18,82,66,0,88,37,69,48,53,47,42,58,37,78,54,40,56,62,69,30,34,79,75,61,22,41,57,55,41,59,24,0,32,35,59,2,1,9,4,2,100,53,78,41,75,27,68,49,48,60,75,29,67,79,11,58,41,30,41,77,27,10,26,15,35,0,28,22,16,58,46,18,56,64,70,75,33,15,26,75,84,88,72,33,13,71,14,41,22,25,38,27,9,68,51,73,100,54,7,10,38,53,12,13,13,0,6
2022-02-01,59,73,60,50,51,74,61,60,70,53,30,16,4,17,17,18,20,16,28,33,18,18,33,10,19,36,34,6,22,16,22,6,11,37,0,35,54,100,44,33,24,18,26,53,63,56,35,52,15,61,6,56,25,0,43,44,9,69,20,67,0,23,22,24,4,13,31,19,18,26,79,64,6,89,39,65,51,54,50,43,67,32,64,46,39,66,71,76,47,31,98,74,63,20,38,53,49,34,62,25,6,33,39,67,4,2,11,4,3,86,42,62,21,68,37,80,46,75,50,65,44,63,70,12,48,30,30,37,57,20,15,21,15,26,0,24,15,12,49,37,16,52,67,69,67,12,11,25,61,68,77,63,36,17,80,8,42,42,41,56,42,14,70,52,58,91,51,7,9,28,30,20,25,26,0,16
2022-03-01,55,79,68,49,51,74,71,72,81,59,25,15,4,18,23,44,30,26,45,41,26,23,41,12,21,38,40,4,26,22,25,2,12,42,0,35,65,83,49,32,19,18,35,100,100,100,50,100,17,60,7,63,36,5,40,50,12,51,11,41,0,20,22,24,3,23,57,26,29,41,83,79,0,89,50,67,52,64,55,46,64,36,75,56,51,66,82,82,35,31,91,83,76,19,50,52,64,46,66,28,5,37,47,71,9,1,15,4,4,87,40,58,31,73,43,78,41,76,53,73,40,63,74,15,47,32,32,34,61,18,11,22,11,28,0,23,14,11,49,40,18,53,85,69,69,16,20,27,61,67,80,60,44,21,100,7,44,95,100,100,100,42,79,53,73,92,51,7,19,31,40,28,30,39,0,37
2022-04-01,61,76,77,51,50,73,76,77,81,60,18,20,4,12,35,47,42,32,53,50,40,29,50,12,20,47,52,4,31,25,25,9,10,41,4,47,79,81,51,39,23,21,36,81,90,73,44,78,16,57,7,50,44,5,63,56,11,24,3,11,0,22,25,24,4,26,77,30,32,50,86,79,0,93,54,67,57,67,56,52,70,31,62,53,57,70,80,80,71,32,90,99,100,20,68,57,89,63,78,30,5,37,40,70,14,1,31,4,5,90,45,75,48,71,48,80,39,79,53,78,53,70,81,15,56,45,35,38,63,16,7,20,12,27,0,18,12,10,57,52,19,54,100,74,77,38,10,30,64,66,80,59,37,14,82,7,42,37,51,64,48,11,77,51,88,89,50,0,11,29,28,35,38,44,0,31
