date,841_Flyer,841_Canada,841_No Frills,841_Costco,841_Real Canadian Superstore,47_Car,47_Canada,47_Sales,47_Honda,47_Ford,1190_Car,1190_Canada,1190_Ford,1190_General Motors,1191_Motorcycle,1191_Mountain bike,1191_Canada,1191_Bicycle,1191_Mountain,1140_KAYAK,1140_Kayak,1140_Sales,1140_Outboard motor,1140_Boat,1213_Living van,1213_Trailer,1213_Sales,1213_Recreational vehicle,1213_Caravan,1013_Car,1013_Auction,1013_Sales,1013_Classic,1013_Classic car,1214_Car,1214_Trailer,1214_Sales,1214_Ritchie Bros. Auctioneers,1214_Truck,806_Car,806_Truck,806_Bugatti,806_Lamborghini,810_Car,810_Canada,810_Electric vehicle,810_Hybrid vehicle,810_Electric car,1317_Car,1317_Lock,1317_Smart,1317_Door,273_Motorcycle,273_Canada,273_Harley-Davidson,273_Sales,273_Yamaha Motor Company,148_Arctic Cat,148_Snowmobile,148_Ski-Doo,148_Polaris Inc.,1147_Aircraft,1147_Cessna,1147_Sales,1147_Airplane,1212_Scooter,1212_Motorcycle,1212_Canada,1212_Vespa,1212_Kick scooter,610_Van,610_Sales,610_Ford,610_Truck,610_Sport utility vehicle,815_Car,815_Canada,815_Sales,815_Ford,815_Honda,1294_Speed limit,1294_Ontario,1294_Exam,1294_Traffic ticket,1294_Driving,170_Driving school,170_Driving,170_Driver's license,170_License,170_Vehicle registration plate,138_Car,138_Code,138_Oil,138_apk,89_Car,89_Canada,89_Wheel,89_Tire,89_Rim,473_Car,473_Canada,473_Sales,473_Auto Trader Group,473_Used car,803_Car,803_Auto show,803_Air show,803_2010,803_Toronto,121_IGA Extra,121_Super C,121_Circulaire,121_IGA,121_Grocery store,276_Restaurant,276_Domino's Pizza,276_Menu,276_Toronto,276_McDonald's,650_Door,650_Canada,650_Air conditioning,650_Wood,650_The Home Depot,73_Walmart Pharmacy,73_Canadian Tire,73_Walmart,73_Walmart Canada,73_Calgary,355_Bookstore,355_Renaud-Bray,355_Archambault,355_Book,1146_EB Games Australia,1146_Game,1146_EB Games,1146_Canada,1146_Video game,18_Canada,18_Kijiji,18_Canadian Tire,18_Walmart,18_Shoes,1225_Outlet store,1225_Canada,1225_Hour,1225_Wholesaling,1225_Costco,270_IKEA,270_Furniture,270_Light,270_Canada,659_Gas,659_Petroleum,659_Filling station,659_Oil,659_Gasoline,1268_GasBuddy,1268_Costco Gasoline,1268_Gasoline,1268_Costco,1268_Price,38_SAAQ,38_Canada,38_Insurance,38_Vehicle insurance,38_Desjardins Group,844_Canada,844_Barcode,844_Point of sale,844_Image scanner,614_Vancouver,614_Centre Bell,614_Cineplex Entertainment,614_Ticket,614_Ticketmaster
2021-03-01,81,59,55,68,46,69,85,62,78,82,12,19,26,9,39,62,88,43,52,41,41,17,36,34,19,61,43,10,24,29,15,7,39,24,51,86,57,38,85,21,23,24,40,45,39,50,17,43,8,59,15,59,44,68,60,11,0,65,48,11,7,20,29,3,18,67,17,32,24,69,78,47,96,95,0,54,56,52,77,67,53,63,45,46,55,87,83,49,73,25,79,86,93,22,57,98,78,55,63,35,37,67,6,27,10,1,1,4,2,62,77,75,40,59,49,56,76,26,68,89,75,16,96,54,56,45,54,51,29,16,11,14,22,0,27,23,20,19,58,25,53,56,80,32,65,6,25,74,78,97,70,85,62,15,0,35,36,19,26,7,30,21,72,44,73,71,84,33,34,13,6,6,2,0,5,2
2021-04-01,83,63,71,75,63,68,86,61,79,100,19,20,33,7,66,75,99,54,60,55,55,23,52,40,0,67,37,5,23,30,8,12,39,26,40,95,65,19,88,24,17,27,47,42,37,53,19,39,7,77,14,77,49,69,65,18,16,26,11,4,14,18,27,4,18,90,21,39,27,75,73,49,91,94,0,56,54,46,84,67,58,69,9,43,45,65,68,46,70,46,83,88,94,21,60,98,92,66,72,33,36,65,0,23,9,1,1,4,2,81,80,70,45,66,41,64,78,25,80,90,79,17,100,56,74,68,64,58,33,19,11,12,18,19,20,21,20,15,63,26,67,66,82,22,63,25,21,79,71,86,64,83,65,11,0,34,37,16,33,9,28,21,86,44,71,67,66,34,28,14,0,6,4,0,4,3
2021-05-01,81,64,66,73,64,69,82,58,80,88,16,16,31,5,54,80,90,55,63,73,73,21,65,49,0,73,44,7,25,28,18,14,44,20,47,98,56,77,80,22,20,29,48,45,40,47,14,40,8,88,16,90,48,65,53,19,5,21,6,2,0,19,32,7,20,99,35,42,31,88,77,44,100,100,5,55,52,45,79,66,52,62,26,34,46,62,71,46,73,56,86,82,96,20,59,88,77,56,61,33,34,60,12,24,11,0,2,3,4,43,78,74,44,66,46,64,86,24,91,92,85,28,99,68,67,79,65,64,31,20,14,15,21,0,20,19,16,14,66,25,80,65,79,23,62,19,10,77,67,78,61,78,83,12,0,35,53,20,13,7,29,21,81,41,68,54,65,25,34,9,0,8,13,0,8,7
2021-06-01,78,57,58,71,58,71,80,58,78,84,16,17,25,6,60,59,73,45,48,88,88,19,71,61,40,76,42,7,21,28,10,7,40,26,41,93,52,33,83,21,20,30,47,44,37,49,18,40,7,67,16,67,50,55,66,14,0,17,5,2,0,20,28,6,19,97,27,41,37,57,84,38,94,98,11,56,52,43,72,70,51,66,27,43,55,86,85,44,71,69,84,85,88,20,61,76,66,51,55,34,34,63,6,24,17,0,11,3,3,60,84,70,48,67,69,63,86,33,89,86,100,69,89,100,88,71,67,53,35,17,17,13,21,0,22,22,13,19,60,22,70,67,77,37,62,26,11,77,65,81,57,73,78,12,0,34,45,21,41,4,32,22,75,41,71,77,83,35,32,11,0,11,23,0,10,9
2021-07-01,77,51,60,68,52,77,84,63,83,81,10,17,24,4,48,52,64,39,40,98,98,21,75,74,0,88,49,5,29,31,21,9,43,27,43,92,65,34,86,27,21,28,53,57,47,49,30,51,7,81,15,92,50,57,68,14,6,18,7,2,0,18,26,6,21,96,22,37,41,57,91,38,90,99,0,61,56,51,75,74,66,91,37,29,68,100,99,46,74,49,93,91,98,24,63,75,65,52,51,37,39,68,0,30,26,0,14,4,2,51,84,64,45,84,96,67,100,49,94,83,81,40,79,65,65,61,61,43,43,21,12,12,25,20,23,24,14,26,55,23,62,61,80,43,64,33,11,76,77,93,61,82,91,10,22,33,47,29,56,10,43,27,71,45,73,67,59,28,35,13,0,16,14,0,12,12
2021-08-01,75,51,55,66,50,78,80,61,83,80,16,15,22,5,54,47,57,35,38,80,80,21,64,57,21,78,48,10,23,32,11,11,40,24,54,90,60,0,82,33,24,31,56,50,51,56,36,47,8,68,14,79,43,53,56,13,11,23,10,3,8,22,30,3,25,90,18,37,33,72,92,34,90,98,0,61,53,44,74,74,83,77,37,29,62,97,100,45,76,60,92,93,99,23,60,72,65,49,53,39,39,64,0,32,37,1,36,4,4,27,77,61,44,98,100,53,97,53,92,84,75,31,79,51,61,46,57,41,44,27,8,15,27,0,21,20,22,19,55,22,53,58,88,45,64,20,16,76,80,90,62,80,88,11,0,32,36,22,63,16,38,25,73,45,75,70,67,33,30,15,0,15,4,0,19,15
2021-09-01,80,56,62,68,49,71,77,57,78,76,16,17,27,2,37,33,43,27,28,40,40,21,34,35,0,55,34,4,21,26,11,8,40,23,36,75,45,0,78,20,25,23,43,47,44,50,21,45,6,67,16,68,32,47,42,9,6,29,17,4,8,21,31,6,20,70,17,26,23,44,80,44,90,88,6,57,51,50,70,69,60,70,29,37,59,89,88,46,73,34,78,85,89,19,55,76,67,57,59,36,38,63,0,26,28,1,38,4,11,20,87,64,46,79,83,51,86,43,84,81,66,14,76,55,64,40,56,39,37,40,12,16,29,0,23,21,20,20,58,21,51,58,87,34,64,21,6,73,73,87,64,79,83,11,0,32,41,17,29,9,32,20,70,50,77,62,88,33,34,16,0,17,15,0,23,24
2021-10-01,80,60,58,72,55,68,72,53,73,77,15,16,26,5,27,25,34,19,20,27,27,13,27,23,21,42,24,5,19,24,20,5,37,23,45,72,50,7,78,21,24,21,46,58,56,63,35,55,7,59,15,67,28,39,45,8,11,36,22,7,0,20,28,7,23,51,13,21,18,35,67,37,87,87,6,54,51,44,69,67,59,67,46,38,58,80,78,35,62,39,69,93,95,19,55,74,82,74,80,34,39,63,13,25,10,1,2,4,4,27,80,64,41,79,79,52,84,41,82,79,65,12,78,37,65,41,57,43,39,17,12,13,22,0,29,26,28,19,62,20,50,60,81,35,67,47,6,77,74,91,71,83,87,16,0,35,41,30,57,13,54,40,68,50,72,60,70,30,37,14,0,21,29,0,25,30
2021-11-01,82,81,49,89,55,65,71,50,68,73,19,15,27,6,22,16,30,15,14,23,23,12,14,15,0,24,15,3,19,22,5,11,29,16,32,55,43,7,83,21,29,25,38,68,55,83,44,62,8,68,16,75,21,41,30,7,6,48,37,11,0,17,24,2,19,44,4,20,16,61,63,35,79,85,6,51,49,41,65,60,40,65,30,31,52,67,74,34,60,11,66,85,85,19,59,82,100,87,86,32,36,62,0,24,8,1,1,4,5,35,79,69,39,57,76,52,78,42,66,82,64,12,78,50,64,60,67,72,39,18,12,23,22,0,42,31,40,24,90,19,76,78,91,37,92,20,11,85,70,90,80,87,88,14,22,35,45,27,42,12,44,31,61,49,73,65,89,32,38,14,7,21,33,0,25,29
2021-12-01,89,73,63,87,67,58,62,45,56,70,15,13,24,3,21,13,24,13,12,17,17,8,10,13,21,17,10,3,14,23,14,5,36,21,35,44,37,0,78,18,33,22,37,43,39,43,18,41,6,75,16,79,18,37,27,8,0,62,47,15,0,20,25,6,22,33,14,18,14,29,56,27,75,72,0,48,43,34,62,51,40,60,24,33,47,55,61,31,50,22,60,78,77,19,55,60,70,54,53,28,33,61,6,21,7,1,1,3,3,38,98,81,53,77,72,54,79,41,75,65,57,10,65,29,100,56,74,63,46,22,22,26,25,20,57,29,31,39,73,17,70,77,77,36,83,33,11,90,62,79,75,74,74,12,22,29,33,17,28,6,36,22,49,49,65,55,91,32,39,14,0,21,18,0,27,32
2022-01-01,76,57,63,74,57,62,66,48,59,75,17,14,30,7,15,15,28,13,14,21,21,11,16,17,0,30,20,4,22,26,10,16,40,27,38,53,47,0,93,19,26,24,35,44,42,58,35,42,6,52,14,57,23,42,43,8,5,88,74,20,7,19,25,3,23,25,11,15,17,14,66,37,82,88,0,48,47,43,69,53,40,57,23,38,54,62,69,33,56,26,61,79,75,22,57,59,55,41,41,32,35,59,0,23,10,1,2,4,2,38,100,75,53,77,48,49,68,27,60,75,67,11,79,30,76,41,58,41,30,27,13,15,26,0,35,16,22,27,56,18,46,58,64,28,70,38,16,75,75,89,72,84,71,13,0,33,37,25,20,8,38,27,50,50,68,74,100,48,37,11,7,12,6,0,13,13
2022-02-01,74,51,59,60,51,61,69,52,60,73,15,17,29,4,17,20,28,16,17,32,32,11,17,19,0,34,22,8,20,21,11,6,33,16,35,55,45,0,100,18,26,24,33,53,56,62,39,52,6,57,15,60,25,43,44,10,0,69,67,20,0,23,25,4,22,31,14,18,19,30,64,39,79,89,6,51,50,43,65,55,40,65,53,35,45,71,76,31,66,47,63,98,74,20,54,62,50,34,38,33,39,67,7,25,11,2,3,4,4,20,86,68,42,61,75,47,80,37,50,65,63,12,70,44,58,30,49,37,30,19,15,15,21,22,26,12,15,22,52,17,37,49,67,27,69,7,12,67,61,77,63,68,80,17,23,36,37,40,30,13,55,42,54,52,69,60,86,27,28,11,0,20,16,0,25,26
2022-03-01,79,52,55,68,49,70,80,58,72,74,15,18,24,4,42,30,46,26,24,41,41,12,23,23,0,40,26,5,22,24,10,2,37,22,35,65,51,0,83,18,36,20,32,100,100,100,60,100,7,63,17,62,36,50,41,12,5,51,42,11,0,20,24,3,23,57,24,29,26,39,78,51,83,89,0,52,55,47,67,64,52,63,17,37,54,81,82,32,66,36,76,92,86,20,52,66,64,46,51,37,47,71,6,28,16,1,4,4,10,31,87,73,40,57,76,41,78,43,54,73,62,15,74,38,60,32,47,34,32,19,11,11,22,0,29,11,15,22,52,18,40,50,85,29,69,13,21,69,62,80,60,67,100,20,0,44,41,100,100,39,100,100,63,53,79,74,88,36,30,20,0,28,37,0,31,39
2022-04-01,77,51,61,77,50,76,81,59,77,73,20,12,18,3,47,42,53,32,35,50,50,13,37,29,20,52,32,5,19,25,8,9,36,25,46,79,53,6,81,21,38,24,39,81,73,92,44,78,7,52,16,56,44,55,65,10,5,24,11,3,0,22,24,4,25,75,25,32,29,53,79,53,86,93,0,57,56,52,67,68,57,69,29,33,52,80,80,32,70,67,100,90,99,20,57,78,89,63,68,37,40,69,12,30,31,1,5,4,14,50,90,71,45,75,79,39,80,47,53,78,70,16,81,50,63,45,56,38,35,16,7,12,20,0,28,10,12,19,54,19,52,57,100,33,74,6,10,77,64,80,59,66,82,14,0,37,37,51,33,10,64,48,73,51,77,88,86,25,29,12,0,35,31,0,38,44
